MPSJ,1545058618,1545059582,6,-10
MUS,1545051854,1545060153,19,-687
F,1545056556,1545060241,24,-653
UXD,1545057358,1545060877,49,-866
SDAL,1545052309,1545061064,73,144
T,1545057713,1545061570,37,564
MW,1545053024,1545062282,31,-95
FJW,1545059499,1545062892,58,-377
Z,1545062374,1545063361,87,733
Z,1545054806,1545063809,39,-399
L,1545056509,1545064471,73,-967
HYJ,1545061649,1545065286,48,-69
WQUE,1545060835,1545065472,41,-314
FDPE,1545065073,1545065635,78,-596
QK,1545058245,1545065931,18,-228
KCS,1545056024,1545066020,86,555
M,1545056685,1545066626,7,518
XR,1545065590,1545067542,30,804
IDR,1545059223,1545067789,12,660
V,1545060896,1545067794,53,-917
KH,1545067005,1545068186,19,737
FIY,1545062895,1545069080,35,-22
OJ,1545064916,1545069896,70,769
I,1545066104,1545070087,65,-616
JBO,1545063447,1545071054,88,-906
V,1545064984,1545071494,35,782
NMH,1545067225,1545071893,82,-707
LQUN,1545064332,1545072381,20,-933
TRUI,1545064170,1545072678,80,-119
JOY,1545071908,1545073427,24,910
XH,1545073630,1545074033,34,-735
LUF,1545072284,1545074664,15,368
LBLI,1545072195,1545074906,45,934
YA,1545068515,1545075255,56,392
BPR,1545073622,1545075641,61,870
Q,1545066212,1545075757,44,417
FGED,1545071860,1545076045,39,176
YIDM,1545075140,1545076403,69,-34
FY,1545070022,1545076653,51,495
EOKL,1545072702,1545076679,84,-243
EJ,1545070815,1545076754,54,136
BPSQ,1545072913,1545077158,41,43
SBV,1545069847,1545077834,43,-503
DK,1545069870,1545078658,86,-897
LT,1545069053,1545078881,8,-722
YTK,1545072707,1545079604,86,843
ZU,1545079168,1545080323,7,438
CKOJ,1545072193,1545081017,82,344
DU,1545074740,1545081951,17,873
MT,1545080104,1545082402,27,500
R,1545077221,1545082549,78,350
QH,1545077449,1545082641,40,-137
EDN,1545077792,1545083356,48,875
ZG,1545076538,1545083917,71,776
W,1545084309,1545084858,20,83
WV,1545077223,1545085359,14,-482
JW,1545081592,1545085852,12,464
S,1545082753,1545086038,39,905
CMTQ,1545081356,1545086213,39,-41
IL,1545084216,1545086591,23,-782
KKR,1545082148,1545087304,38,-107
INH,1545083994,1545087396,25,813
EFFB,1545083863,1545087674,14,493
RU,1545083578,1545087963,75,2
WQEJ,1545084671,1545088195,76,239
JDCG,1545082024,1545088651,71,493
TVHX,1545083097,1545088915,3,880
ZZ,1545089390,1545089893,67,-31
NIAS,1545089907,1545090739,48,377
B,1545088051,1545091532,64,562
LXK,1545087610,1545092471,73,-65
RA,1545085288,1545092832,75,-363
PKG,1545086988,1545093262,50,31
IE,1545090437,1545093958,20,550
RVQ,1545086520,1545094196,27,-686
AMF,1545085609,1545094345,8,260
OOCN,1545094280,1545094453,93,-519
WY,1545086720,1545095231,56,708
ND,1545092510,1545095454,35,387
K,1545089825,1545095672,96,377
W,1545094606,1545096113,87,-879
ZWF,1545094089,1545096284,57,345
AQC,1545089953,1545096771,13,968
DIQ,1545090224,1545097183,26,-871
BE,1545090117,1545098028,34,-671
TC,1545094818,1545098972,57,-512
T,1545090429,1545099536,38,-326
HRGV,1545099021,1545100493,87,947
N,1545098273,1545101051,88,835
N,1545099908,1545101592,37,-980
VNK,1545098843,1545102114,89,-66
A,1545094687,1545102764,70,128
KFT,1545097056,1545103520,33,-808
QT,1545101115,1545104096,79,-817
VHT,1545096108,1545104361,29,570
U,1545095900,1545104928,43,-917
YX,1545105226,1545105703,56,486
XV,1545105816,1545105940,91,779
P,1545101671,1545106089,31,302
NAJG,1545097516,1545107001,79,92
US,1545103449,1545107244,28,-431
R,1545107508,1545107941,12,608
ZNE,1545104865,1545108688,66,218
EWA,1545108558,1545109396,58,-916
ZF,1545106143,1545109960,90,699
FXF,1545105594,1545110783,63,-476
LI,1545110297,1545111402,88,-10
ZX,1545104078,1545111798,28,16
GYI,1545102997,1545111992,12,-980
OXAO,1545104977,1545112759,69,-792
QZ,1545109960,1545113587,75,-176
XA,1545109645,1545114449,43,417
YCNQ,1545110520,1545114627,85,-893
LYLM,1545110232,1545115264,17,796
N,1545108141,1545116200,8,370
QLWZ,1545114169,1545116864,88,-289
DFZJ,1545108689,1545116909,53,-104
KVQ,1545113561,1545117165,47,26
KY,1545114619,1545118080,57,-807
KI,1545118373,1545118863,6,500
LSW,1545113027,1545119127,80,907
MMVV,1545116296,1545119149,7,-55
AKMB,1545113825,1545119741,7,799
V,1545111273,1545120097,40,-738
TDXR,1545120009,1545120373,65,-902
XLZ,1545118596,1545120963,98,14
ZS,1545119468,1545121578,14,-4
V,1545121778,1545122013,57,141
E,1545120028,1545122984,99,-609
TXKZ,1545120549,1545123308,67,461
B,1545117741,1545124209,92,492
KZ,1545114885,1545124436,75,438
I,1545122174,1545125221,56,-367
VLN,1545121073,1545125602,57,-290
HN,1545122855,1545125934,83,-538
YUVD,1545126491,1545126915,46,585
F,1545121555,1545127229,25,370
YZF,1545125360,1545128197,39,835
RELH,1545125933,1545128677,85,-433
X,1545121963,1545129343,68,-12
RNC,1545123173,1545130214,32,599
UCH,1545122653,1545130807,69,427
DC,1545126030,1545130992,95,617
MN,1545130661,1545131210,87,-876
BMO,1545130700,1545131307,65,-925
SOKY,1545126841,1545131365,55,-766
RAW,1545127954,1545131607,96,835
ZK,1545129685,1545132217,45,-608
VXM,1545126493,1545132370,68,-364
D,1545130171,1545133353,5,-378
H,1545125306,1545133964,61,522
SWEU,1545134273,1545134774,28,-302
YP,1545132238,1545134914,58,-305
W,1545130420,1545135733,4,539
VK,1545130647,1545136698,67,-200
M,1545133384,1545137207,34,811
S,1545133890,1545137947,24,-558
EY,1545130821,1545138324,21,-720
S,1545129115,1545138884,10,530
WXP,1545139681,1545139769,33,923
UIHR,1545137426,1545140221,28,898
HN,1545138330,1545140227,22,-638
GKPZ,1545133509,1545140655,37,764
RRG,1545141079,1545141389,36,185
TCW,1545138183,1545141458,89,82
R,1545137401,1545142446,91,758
YA,1545142432,1545142947,37,187
ENSY,1545142120,1545143407,29,-420
FGD,1545138238,1545143594,3,744
J,1545138374,1545144439,22,-851
XO,1545138781,1545145293,74,964
OYO,1545141607,1545145417,73,-706
UGR,1545143126,1545145918,34,-26
VYXU,1545142886,1545146294,77,735
UVS,1545139465,1545146900,7,687
PQ,1545144381,1545147433,3,481
LF,1545144952,1545147814,83,-814
EA,1545145529,1545148663,39,-299
QMLG,1545144813,1545148742,14,-306
KFT,1545147649,1545149650,53,-789
XRA,1545141857,1545150154,35,689
WXCL,1545144426,1545150265,89,-620
R,1545147534,1545151084,99,-618
ZY,1545146865,1545151299,24,295
ODNB,1545141867,1545151362,43,957
SEFC,1545145543,1545151575,72,194
DWO,1545144207,1545151908,92,-366
SCGF,1545143100,1545152459,99,826
V,1545148531,1545152724,20,283
IZPY,1545149468,1545153448,94,572
DCE,1545144334,1545153912,88,-622
UW,1545150432,1545154467,37,388
CEEK,1545146334,1545154974,30,-388
U,1545150675,1545155023,68,479
D,1545150778,1545155302,33,839
OMD,1545148460,1545155945,78,817
SFO,1545150221,1545156760,93,130
YY,1545148305,1545157135,73,913
CYB,1545151642,1545157283,30,892
BVT,1545156462,1545157684,89,-468
RN,1545150768,1545157973,21,552
OYI,1545151698,1545157985,96,76
CKSG,1545152601,1545158791,46,-465
H,1545150341,1545159644,73,773
XKA,1545152772,1545159810,72,686
OMU,1545158970,1545160525,38,398
Y,1545152509,1545161046,52,777
NTGN,1545156698,1545161140,16,627
MQU,1545152733,1545161887,20,-520
UDSR,1545161404,1545162416,3,589
CQDM,1545158981,1545162887,1,-468
AIHQ,1545153475,1545163472,37,829
NMS,1545161868,1545164328,27,-423
XR,1545164275,1545165280,57,-738
DYFM,1545157959,1545165689,91,-41
I,1545160832,1545165940,48,507
TSX,1545165290,1545166554,59,-336
ULZP,1545158225,1545166684,25,-930
OJI,1545166002,1545166778,25,554
ISK,1545160810,1545167279,90,-911
DNZ,1545162437,1545167707,89,475
YVFV,1545163679,1545168405,53,-973
V,1545163288,1545168479,61,164
GDY,1545162628,1545169209,93,22
MNOS,1545160830,1545169315,54,160
VNK,1545164341,1545169646,14,858
DRU,1545164183,1545170250,44,233
GWM,1545168053,1545170337,85,-250
DHVK,1545167816,1545170995,24,-135
V,1545166924,1545171570,66,-291
TQM,1545165304,1545172412,39,960
II,1545163113,1545172992,32,550
L,1545169842,1545173159,60,-476
Q,1545172795,1545173627,99,357
EYCR,1545166048,1545174128,56,-137
R,1545168814,1545174917,11,-792
ZDP,1545167079,1545175784,78,-782
WLOF,1545174538,1545176677,46,173
NF,1545167669,1545176776,8,500
KIG,1545169911,1545177102,97,-132
LMB,1545172910,1545177594,98,-962
O,1545176126,1545177628,96,147
FAR,1545169782,1545178597,22,-223
AMTM,1545173440,1545178894,49,-294
E,1545172872,1545179148,41,-291
W,1545172405,1545179738,81,40
YTO,1545173464,1545179807,67,-808
OMAA,1545171315,1545180205,76,581
WJF,1545178419,1545180948,88,-308
KV,1545174194,1545181165,68,985
BCNX,1545179652,1545181945,62,-342
G,1545182219,1545182809,63,566
HD,1545179710,1545183110,44,-13
PVBH,1545181351,1545183445,12,-11
BFWC,1545176066,1545183853,70,-41
Q,1545176393,1545183854,7,-999
D,1545184272,1545184747,81,812
BU,1545185468,1545185587,34,-316
CFV,1545183305,1545185926,98,-874
CDI,1545178204,1545186328,39,-650
TWP,1545180539,1545186336,19,267
EZI,1545181037,1545186338,15,934
ETOA,1545176498,1545186456,63,529
RXT,1545181486,1545186709,53,-611
B,1545178366,1545187032,77,-70
FYG,1545179225,1545187178,63,814
S,1545183782,1545187366,88,963
ZWWR,1545179116,1545187680,19,400
YQFX,1545179301,1545187990,38,179
DA,1545181975,1545188333,22,-542
GPJB,1545186433,1545189213,20,689
II,1545181307,1545189354,72,228
NCO,1545180621,1545189560,24,-984
KI,1545189242,1545190320,64,508
C,1545187337,1545190717,83,796
RN,1545186258,1545191171,19,108
N,1545185915,1545191681,41,177
G,1545190933,1545192591,5,-428
EFX,1545191795,1545193100,57,281
NNS,1545187185,1545193516,37,-948
NNBL,1545183840,1545193752,46,419
QL,1545189853,1545194294,30,649
GO,1545188749,1545194944,17,877
EU,1545190703,1545195574,65,860
ERLB,1545195523,1545196168,36,770
GWY,1545188753,1545196434,20,616
EO,1545196010,1545197255,16,-193
YRQ,1545196652,1545197774,70,334
LSH,1545189528,1545198240,22,-910
TRLO,1545189540,1545199129,63,-818
HKN,1545190200,1545200058,44,-254
VL,1545193902,1545200229,58,398
W,1545198495,1545201003,49,-559
F,1545196924,1545201528,77,-1
U,1545194146,1545202046,98,-212
GB,1545194311,1545202769,32,332
ULDU,1545201705,1545203076,11,-304
BI,1545197033,1545203911,78,694
LBYD,1545199467,1545204797,99,-974
NR,1545201164,1545205012,99,250
RKP,1545203532,1545205441,14,-878
Y,1545205522,1545205580,5,-627
C,1545202710,1545205905,91,157
HZ,1545205053,1545206542,14,92
ZU,1545200633,1545207379,92,-537
E,1545200440,1545208363,96,266
G,1545200223,1545208701,69,946
NCD,1545208762,1545208818,5,-187
SIWG,1545203191,1545209647,60,-973
PUG,1545204009,1545210213,42,333
R,1545207811,1545210279,45,-918
RY,1545208331,1545211033,90,834
KVHE,1545210989,1545211379,41,-568
RY,1545205539,1545211856,94,775
H,1545211407,1545212487,73,-979
WLPL,1545211924,1545212679,90,-422
PR,1545209307,1545213043,30,18
O,1545209174,1545213134,65,-765
B,1545212922,1545213980,13,-100
WFKY,1545212404,1545214770,38,37
CMST,1545208897,1545215705,53,-125
EZBP,1545211507,1545216663,44,-428
LUF,1545213709,1545217342,61,-321
TNU,1545210922,1545218314,90,-376
U,1545208546,1545218395,82,902
W,1545209080,1545218920,28,643
XFZA,1545212949,1545219875,39,649
PRVP,1545212130,1545220558,86,-966
ILBL,1545211585,1545221133,36,-92
Z,1545216661,1545221616,78,715
NYZB,1545218297,1545221667,7,-771
UYDA,1545214028,1545222617,58,-890
XRT,1545221246,1545223591,62,-356
EEXE,1545214828,1545224577,78,395
Z,1545215936,1545224707,88,-266
MUN,1545218587,1545224833,37,388
UY,1545222864,1545224863,42,211
RIFV,1545219261,1545225481,28,-116
WEO,1545223671,1545226305,80,-899
IMAW,1545223294,1545226646,4,492
GOB,1545220053,1545227154,9,898
LV,1545222783,1545227328,70,-428
ZRK,1545222741,1545227653,88,-688
O,1545220314,1545228427,2,-182
H,1545221779,1545228791,34,-990
VR,1545228955,1545229657,83,-207
XDHN,1545224583,1545230448,62,-153
NM,1545229636,1545230768,47,39
CMXW,1545221747,1545230931,98,-629
ZQCN,1545227481,1545231264,65,-771
CRHA,1545228579,1545231793,63,313
U,1545228932,1545232600,9,731
RNJL,1545226473,1545232703,31,598
CMST,1545224744,1545233441,46,531
C,1545230728,1545234102,49,341
M,1545227408,1545234548,16,277
C,1545230841,1545235036,71,-599
Q,1545225929,1545235506,96,34
CM,1545236140,1545236459,61,-399
AX,1545230886,1545236999,19,442
YI,1545228295,1545237462,88,-3
GXBH,1545229378,1545237654,95,462
DGKB,1545235653,1545237747,44,-770
ROQV,1545229368,1545238431,11,684
EUZP,1545230161,1545239212,94,-636
BYP,1545232548,1545239841,20,-929
S,1545235414,1545240675,44,-979
E,1545235900,1545241246,22,332
KLP,1545231893,1545241888,24,-886
RA,1545236739,1545242631,49,140
RU,1545238215,1545243265,35,453
SH,1545234098,1545243823,70,672
DF,1545237939,1545244286,92,-308
SM,1545237118,1545244853,43,657
ZBY,1545238117,1545245002,44,-846
RWZW,1545239066,1545245783,88,384
YX,1545243459,1545245823,62,-830
ACPM,1545244349,1545246152,71,-672
G,1545238431,1545246750,38,523
IAYX,1545245986,1545246757,88,-137
GGU,1545246156,1545247727,66,-179
O,1545248021,1545248672,27,-251
C,1545248704,1545249558,2,835
QVY,1545249665,1545249784,83,192
X,1545249526,1545250170,27,-799
QWFJ,1545247415,1545250487,68,550
SGCL,1545243344,1545251191,46,538
TCR,1545246352,1545252074,21,-431
UB,1545243220,1545252338,34,-803
VIRD,1545244637,1545252851,46,793
KFNP,1545251443,1545253846,29,-729
SZLO,1545245860,1545254751,56,701
TA,1545251522,1545255389,49,-941
CKOJ,1545249190,1545255490,24,938
V,1545248145,1545256144,55,583
CPU,1545249320,1545256618,17,-482
WQZF,1545248678,1545257114,78,400
WLV,1545252639,1545257578,32,-535
JB,1545258485,1545258571,36,603
J,1545255259,1545259448,31,476
DNF,1545254532,1545260331,49,830
M,1545253644,1545260526,50,-792
YUS,1545253502,1545260702,31,607
H,1545255444,1545261497,79,361
JC,1545259001,1545262105,1,853
AWMO,1545258365,1545262750,75,252
QPT,1545258554,1545262805,43,39
DI,1545260230,1545263721,86,-442
J,1545254548,1545264496,22,-658
EYPP,1545257728,1545264769,56,630
JRT,1545258779,1545265041,62,683
B,1545259903,1545265613,57,855
SYFE,1545256990,1545266370,87,901
K,1545264226,1545267120,78,280
AW,1545260172,1545267565,51,54
QUI,1545267226,1545268178,83,-880
DF,1545260311,1545269119,93,-490
VSDL,1545261536,1545269548,59,-224
GN,1545262080,1545269893,93,8
NVGN,1545269512,1545270730,27,-670
RF,1545262522,1545271714,91,491
FN,1545271118,1545272247,10,442
F,1545265391,1545272724,51,-572
V,1545273567,1545273600,62,-861
E,1545267542,1545274549,40,-900
CBWU,1545267200,1545275213,1,-738
L,1545267396,1545275704,67,888
RLIN,1545266090,1545275726,19,-339
J,1545268994,1545276042,86,739
GIS,1545273918,1545276654,72,341
D,1545272445,1545277488,20,179
H,1545272545,1545277771,86,-959
EWI,1545277463,1545278502,96,-123
LKTH,1545278537,1545279148,56,-31
MH,1545271918,1545280060,29,442
ZQ,1545271971,1545280304,53,874
G,1545279918,1545280694,34,222
QKDY,1545275323,1545281681,9,556
FZK,1545281215,1545282180,17,-860
BX,1545274995,1545282392,43,686
TL,1545275840,1545282942,24,719
PHFO,1545280787,1545282962,47,-340
QL,1545273453,1545283412,93,816
R,1545276409,1545284066,36,980
VWXD,1545274292,1545284076,78,-922
WB,1545278433,1545284892,22,-791
NCOB,1545281350,1545285397,68,-57
WRMI,1545277689,1545286077,48,-993
MV,1545285224,1545286846,75,714
XJZ,1545285681,1545287349,26,-598
FOSU,1545283937,1545287795,44,606
O,1545279113,1545288367,20,96
PKG,1545288729,1545288741,37,-433
IEI,1545285662,1545288786,46,-307
HVQ,1545286730,1545289601,35,124
SBM,1545288189,1545290449,92,-912
K,1545287238,1545291098,2,-716
QIOI,1545281551,1545291217,88,-967
EJ,1545285577,1545291972,93,-575
CKN,1545284805,1545292740,47,-118
IJ,1545285843,1545292931,91,-976
O,1545292732,1545293090,87,65
K,1545283457,1545293436,16,480
J,1545284563,1545294424,23,368
MJ,1545290182,1545294502,44,-286
EYEM,1545291111,1545294677,14,17
X,1545287158,1545294732,49,-811
KTW,1545290944,1545295672,1,990
VQUA,1545294846,1545295755,35,-179
YW,1545291667,1545296512,19,-859
KLRC,1545291623,1545297294,78,-712
TGO,1545295376,1545298053,56,157
KNGY,1545289871,1545298856,37,-939
OJI,1545294327,1545299444,6,-753
NGHH,1545290126,1545299959,23,-512
VAB,1545300101,1545300946,4,428
U,1545299974,1545301637,7,-114
E,1545292395,1545302124,34,-553
LSW,1545293628,1545302796,42,-953
I,1545295741,1545302980,32,719
AI,1545298984,1545303225,7,738
ZWZJ,1545300663,1545304023,54,861
DQ,1545302324,1545304697,84,804
M,1545297015,1545305333,92,-380
I,1545304249,1545305948,83,-467
FXLU,1545300953,1545306546,21,215
K,1545299134,1545306810,17,319
RRI,1545306077,1545307076,20,786
JJF,1545302898,1545307227,41,-319
SNMZ,1545306912,1545307662,52,485
TSG,1545300013,1545308014,1,593
TQTD,1545302215,1545308089,80,-320
OZ,1545307044,1545308328,93,803
X,1545308567,1545309235,19,-58
ETI,1545303428,1545309771,4,-222
FM,1545302365,1545309953,50,-832
NGJX,1545310099,1545310476,47,216
V,1545303328,1545310939,38,-558
C,1545308617,1545311618,85,883
EJV,1545306634,1545311641,51,444
HNVZ,1545303079,1545312009,5,458
WS,1545305032,1545312727,62,771
UJU,1545312125,1545313043,71,-507
LQHI,1545306608,1545313244,33,-549
GIZ,1545306459,1545313389,96,-769
OOCN,1545305854,1545313625,9,413
GE,1545311812,1545314307,77,617
MD,1545305061,1545314937,73,-710
NWVT,1545314193,1545315631,49,931
XRJ,1545310375,1545316218,61,27
A,1545314811,1545316577,29,134
I,1545307928,1545317252,93,-211
NJYS,1545311389,1545318193,91,996
G,1545315077,1545318260,90,43
ZP,1545309193,1545318473,18,-464
WCY,1545316426,1545318475,99,-846
W,1545317459,1545319127,57,-547
RJT,1545309972,1545319632,21,358
KVM,1545319795,1545320330,34,837
CNM,1545318009,1545320343,49,-215
SRP,1545313840,1545320612,9,432
ULKO,1545311067,1545321043,2,-787
RWSY,1545312136,1545321513,85,296
NIK,1545321237,1545322287,68,-60
ZWE,1545321267,1545322387,23,-56
PNW,1545316675,1545322547,26,-496
M,1545316166,1545323315,60,-790
KT,1545323508,1545324290,86,919
KRY,1545315287,1545324797,10,104
Y,1545323592,1545325557,69,-311
N,1545320970,1545326465,2,-351
JEH,1545322127,1545326622,62,233
FCI,1545320092,1545327466,76,319
TW,1545324865,1545328221,75,-659
O,1545326460,1545328917,72,-252
U,1545328943,1545329066,67,786
QZ,1545321084,1545330029,91,-978
A,1545323296,1545330248,28,-531
L,1545326153,1545330773,25,707
MG,1545329660,1545331543,44,-613
UJ,1545327518,1545331967,52,492
K,1545324374,1545332630,64,530
ZE,1545325035,1545332774,72,-445
NZ,1545325501,1545333723,75,-757
SBHQ,1545333199,1545333783,52,701
BUS,1545333985,1545334017,87,-755
KN,1545329256,1545334978,48,-861
YNTK,1545331769,1545335496,17,-69
I,1545335391,1545335889,51,27
E,1545329249,1545336640,96,423
QSS,1545333222,1545337588,32,-892
TKL,1545328677,1545337954,67,345
FQA,1545329056,1545338613,52,952
SD,1545336265,1545339185,65,-273
Z,1545333231,1545339762,29,-507
BDO,1545334307,1545339772,1,351
J,1545339881,1545340267,16,642
YMI,1545338253,1545340792,43,-387
HMEL,1545334367,1545341383,50,-690
PVOS,1545336548,1545341820,54,509
BT,1545341419,1545342279,60,-824
EY,1545341065,1545342574,8,-384
JVQ,1545334150,1545343393,99,-298
IO,1545336041,1545344014,70,-730
RYUD,1545335689,1545344332,35,631
PFQ,1545343640,1545345207,13,-938
M,1545345582,1545345690,25,-855
CM,1545341724,1545346099,7,-806
W,1545344652,1545346473,12,108
FYEW,1545340079,1545347139,15,-321
LINM,1545339519,1545347779,40,40
EKO,1545340976,1545348374,78,-888
APGE,1545348308,1545348512,5,-1000
VZI,1545342567,1545349320,92,-23
DUZE,1545342232,1545349503,60,178
AMQF,1545342190,1545349639,79,-826
MQ,1545349694,1545349808,79,-126
I,1545344363,1545350465,73,578
DPP,1545344612,1545351134,2,-504
KS,1545350071,1545351487,12,-430
M,1545344644,1545352478,65,865
BYKN,1545351173,1545353391,81,320
WNCH,1545344761,1545354241,70,381
WV,1545352074,1545354367,60,-336
YGK,1545345098,1545354565,14,-557
B,1545347965,1545355096,36,-637
Q,1545349833,1545356090,51,-664
QD,1545352926,1545356476,85,-948
Y,1545348922,1545356911,7,283
KCZR,1545348089,1545357632,32,137
YFZU,1545352373,1545357756,78,346
YSIX,1545351302,1545357800,44,-610
ZNE,1545349342,1545358000,63,-693
Y,1545353810,1545358224,53,-366
URE,1545355283,1545358995,58,155
QJBD,1545350610,1545359394,49,610
VP,1545356071,1545359970,78,802
B,1545352038,1545360426,83,-106
HFUG,1545351958,1545361162,66,-707
VVIL,1545360037,1545361731,91,-22
H,1545357764,1545362010,1,-449
GOMD,1545353150,1545362763,21,-7
GLRR,1545361349,1545362929,63,-643
AUNG,1545362950,1545363739,73,543
IM,1545358043,1545364124,9,975
QO,1545357892,1545364975,43,-954
A,1545355565,1545365205,1,225
ZZD,1545361520,1545365357,51,-216
G,1545359554,1545365852,34,-748
BR,1545363520,1545366430,48,688
Q,1545362510,1545366920,15,586
X,1545364168,1545367591,2,437
P,1545362322,1545367635,19,780
OM,1545366282,1545367837,2,-117
NTRX,1545362587,1545368263,34,-715
QDGJ,1545366301,1545369018,95,650
G,1545367337,1545369578,58,-442
YFN,1545362152,1545370367,21,612
KLRC,1545367522,1545371176,79,468
IQYJ,1545367697,1545372139,45,-929
QI,1545369816,1545372561,5,388
FPZU,1545372437,1545373484,99,185
EXIZ,1545370019,1545373883,20,478
YMNU,1545365246,1545374703,90,547
Z,1545365620,1545375083,21,-248
BC,1545367395,1545375143,60,116
Q,1545367200,1545375454,92,728
VL,1545373921,1545375739,89,922
JEKZ,1545368207,1545376423,62,511
FDV,1545375124,1545376846,6,274
AXDK,1545371487,1545376864,67,467
RYC,1545376695,1545377340,66,-293
DJVW,1545372460,1545377488,44,-289
HQXU,1545373402,1545378062,33,-635
JTC,1545378156,1545378700,94,161
MRSO,1545375960,1545379258,45,421
ODNB,1545372931,1545380146,96,589
MJCI,1545379389,1545380919,19,-432
BPJ,1545375980,1545381140,54,408
X,1545377518,1545381321,26,-967
EFR,1545373843,1545382278,87,650
B,1545377318,1545383241,10,-767
RB,1545377284,1545383387,95,-127
QYL,1545378433,1545383813,65,-726
T,1545381440,1545384234,5,-795
GN,1545379188,1545384356,24,71
G,1545383843,1545384534,44,238
