AQX,00:38:10,00:28:59,620,00:14:12
AR,00:58:35,00:26:12,923,00:25:14
ARL,00:57:39,00:33:40,975,00:15:53
ARSJ,00:41:58,00:19:35,966,00:14:07
ARW,00:27:17,00:14:20,877,00:31:55
AS,00:38:24,00:09:26,941,00:30:32
ASHQ,00:33:31,00:16:34,967,00:36:45
ASKT,00:03:02,00:15:13,463,00:19:59
ASO,00:55:22,00:23:42,762,00:54:06
ASOY,00:11:23,00:25:35,660,00:44:31
ASVP,00:22:18,00:24:09,963,00:13:31
ASX,00:38:51,00:42:09,939,00:07:08
ASY,00:30:39,00:38:48,582,00:06:57
AT,00:31:30,00:20:18,975,00:48:38
ATIN,00:24:59,00:28:36,610,00:07:14
ATJP,00:03:35,00:51:02,458,00:28:36
ATNT,00:14:34,00:24:10,978,00:23:52
AU,00:33:04,00:26:03,989,00:11:40
AUB,00:15:35,00:20:03,989,00:13:38
AUFM,00:08:40,00:43:33,994,00:10:09
AUIG,00:51:08,00:00:45,734,00:21:33
AUNG,00:27:48,00:13:45,720,00:00:54
AUU,00:47:22,00:32:47,449,00:20:26
AUZL,00:59:22,00:05:18,899,00:26:32
AV,00:54:41,00:21:04,986,00:50:53
AVAL,00:52:14,00:17:55,949,00:13:36
AVBE,00:39:30,00:34:26,993,00:04:01
AVBF,00:25:55,00:36:58,799,00:01:08
AVDY,00:44:14,00:30:19,747,00:02:26
AVF,00:01:14,00:35:55,741,00:00:32
AVFT,00:36:54,00:20:23,842,00:01:05
AVQ,00:56:51,00:29:56,965,00:28:59
AVSP,00:00:45,00:46:46,351,00:55:22
AVY,00:20:04,00:01:30,777,00:28:12
AW,00:52:33,00:10:13,949,00:35:16
AWK,00:48:44,00:18:22,336,00:16:05
AWMO,00:33:15,00:19:13,473,00:06:29
AWN,00:24:39,00:40:51,723,00:00:46
AWT,00:58:32,00:39:53,844,00:53:04
AWUI,00:45:26,00:08:09,664,00:26:49
AWX,00:24:40,00:15:01,962,00:25:03
AX,00:57:48,00:18:13,978,00:10:13
AXDK,00:00:16,00:41:40,806,00:36:15
AXEH,00:46:34,00:12:37,698,00:33:56
AXI,00:59:29,00:08:44,120,00:39:59
AXO,00:57:37,00:42:04,883,00:06:46
AXPG,00:04:51,00:43:38,656,00:02:01
AXSF,00:38:29,00:28:16,366,00:41:30
AXTP,00:52:58,00:34:38,681,00:14:36
AXUU,00:57:10,00:21:13,820,00:58:36
AY,00:48:17,00:25:39,932,00:39:31
AYAT,00:25:16,00:59:48,827,00:42:06
AYC,00:48:06,00:08:22,561,00:37:37
AYCV,00:57:01,00:25:29,957,00:21:24
AYD,00:58:01,00:19:54,617,00:13:59
AZ,00:31:57,00:21:57,971,00:46:28
AZE,00:28:41,00:20:55,199,00:54:33
AZI,00:47:34,00:35:05,977,00:12:04
AZJ,00:53:50,00:29:06,805,00:34:53
AZVG,00:34:10,00:42:48,662,00:45:04
B,00:38:24,00:22:15,998,00:01:24
BA,00:24:43,00:20:37,966,00:47:48
BAE,00:15:51,00:28:52,849,00:36:00
BARP,00:25:11,00:43:28,823,00:39:24
BAST,00:15:07,00:00:17,892,00:18:55
BATS,00:33:10,00:55:29,938,00:03:07
BAWF,00:03:33,00:40:41,418,00:35:53
BB,00:39:51,00:39:42,884,00:34:45
BBE,00:18:02,00:23:29,967,00:42:02
BBI,00:19:36,00:22:22,916,00:32:07
BBKZ,00:25:42,00:22:25,661,00:06:34
BBV,00:57:53,00:33:51,868,00:53:52
BBX,00:05:01,00:36:36,854,00:03:01
BC,00:41:07,00:37:39,493,00:44:50
BCF,00:07:51,00:36:16,863,00:51:45
BCJR,00:41:08,00:37:55,947,00:24:02
BCKY,00:08:04,00:18:54,728,00:31:44
BCNR,00:38:00,00:27:30,931,00:28:32
BCNX,00:57:27,00:26:03,992,00:51:24
BCO,00:08:24,00:11:21,927,00:10:44
BCPV,00:26:04,00:30:30,990,00:05:30
BDJ,00:07:19,00:36:27,822,00:15:46
BDJF,00:37:30,00:59:20,946,00:58:49
BDO,00:40:40,00:15:14,978,00:16:36
BDR,00:42:56,00:16:05,709,00:06:28
BDSS,00:02:29,00:25:54,981,00:40:55
BDW,00:08:58,00:43:02,952,00:33:32
BDYP,00:08:51,00:33:25,910,00:09:12
BDZ,00:50:19,00:12:09,956,00:12:49
BE,00:06:18,00:33:52,999,00:37:55
BEFD,00:18:51,00:42:05,987,00:34:20
BELU,00:05:27,00:19:03,896,00:01:40
BER,00:25:31,00:34:17,985,00:18:05
BES,00:48:37,00:11:00,768,00:16:15
BETE,00:36:38,00:22:51,541,00:57:39
BEU,00:18:32,00:30:38,886,00:31:26
BF,00:07:18,00:34:51,701,00:00:42
BFAY,00:03:32,00:00:53,918,00:11:36
BFD,00:31:09,00:48:15,928,00:24:36
BFL,00:25:06,00:31:29,987,00:43:14
BFMY,00:46:39,00:34:51,851,00:01:12
BFQ,00:53:48,00:10:14,958,00:31:49
BFSE,00:08:30,00:24:47,954,00:19:40
BFW,00:14:14,00:14:35,743,00:09:17
BFWC,00:54:01,00:19:14,735,00:24:41
BG,00:37:29,00:10:46,944,00:55:07
BGAL,00:49:12,00:13:33,700,00:27:30
BGGR,00:38:00,00:32:25,991,00:59:15
BGH,00:50:11,00:28:51,965,00:05:27
BGHP,00:38:01,00:55:50,765,00:27:54
BGSJ,00:28:56,00:14:45,883,00:25:48
BH,00:05:00,00:17:00,952,00:30:31
BHEN,00:58:27,00:10:48,950,00:07:47
BHHO,00:03:43,00:10:16,967,00:06:17
BHPV,00:57:02,00:29:27,557,00:26:35
BHQ,00:27:15,00:25:49,674,00:45:56
BHUF,00:08:57,00:37:08,775,00:42:05
BHVT,00:02:06,00:32:21,987,00:52:36
BHW,00:41:09,00:14:03,196,00:20:13
BHWH,00:34:18,00:11:54,951,00:09:53
BHXF,00:46:43,00:11:34,802,00:15:26
BI,00:55:06,00:12:03,983,00:27:48
BIAQ,00:19:43,00:48:22,968,00:15:55
BIEZ,00:30:10,00:18:46,981,00:25:40
BIFF,00:07:31,00:22:00,727,00:54:42
BIJA,00:57:21,00:41:03,675,00:40:59
BIOC,00:12:53,00:17:42,920,00:07:46
BIQC,00:27:56,00:30:35,694,00:22:33
BIV,00:41:13,00:42:33,960,00:36:50
BIW,00:27:14,00:19:28,851,00:53:14
BJ,00:15:03,00:17:25,916,00:27:15
BJL,00:11:50,00:54:02,798,00:39:05
BJTV,00:44:06,00:25:22,906,00:19:37
BJY,00:01:21,00:42:56,985,00:56:45
BK,00:15:10,00:24:00,995,00:46:14
BKAF,00:37:10,00:05:59,378,00:49:04
BKC,00:31:09,00:54:47,944,00:10:51
BKE,00:27:23,00:38:03,973,00:52:32
BKJ,00:41:05,00:17:24,996,00:59:27
BKLJ,00:50:06,00:55:25,304,00:55:59
BKR,00:31:20,00:39:44,888,00:53:59
BKS,00:56:49,00:13:18,741,00:42:34
BKU,00:42:21,00:21:09,904,00:41:27
BKUX,00:51:50,00:14:35,952,00:44:02
BKZ,00:42:16,00:24:04,924,00:39:30
BL,00:32:48,00:25:27,995,00:14:52
BLD,00:19:20,00:32:18,578,00:36:14
BLP,00:57:17,00:25:29,790,00:38:27
BLWN,00:27:46,00:28:56,965,00:38:35
BLWS,00:49:05,00:21:46,975,00:30:07
BLXF,00:44:46,00:28:47,821,00:21:24
BLYL,00:45:08,00:30:57,-896,00:45:08
BM,00:05:26,00:33:35,978,00:47:40
BMJ,00:00:06,00:38:08,880,00:30:26
BMLS,00:39:34,00:20:08,738,00:50:49
BMM,00:13:29,00:53:51,423,00:28:28
BMO,00:43:14,00:02:05,959,00:24:46
BMQ,00:25:19,00:56:29,928,00:55:00
BMT,00:44:32,00:40:12,990,00:54:55
BN,00:35:35,00:22:11,911,00:13:27
BND,00:12:33,00:43:06,970,00:45:14
BNG,00:56:13,00:26:48,789,00:14:26
BNGY,00:22:17,00:23:47,766,00:12:49
BNK,00:25:41,00:43:52,525,00:55:15
BNN,00:37:33,00:02:50,687,00:12:03
BNR,00:13:06,00:26:25,914,00:39:26
BNS,00:12:50,00:47:27,810,00:33:19
BNW,00:40:23,00:21:06,960,00:16:29
BNY,00:25:49,00:27:57,389,00:19:32
BNZS,00:21:30,00:30:39,505,00:07:52
BO,00:19:32,00:39:45,956,00:14:50
BOD,00:11:06,00:11:04,690,00:47:36
BORC,00:22:43,00:03:23,627,00:01:08
BOS,00:24:58,00:01:58,912,00:22:13
BOYA,00:20:11,00:40:06,939,00:08:45
BOZ,00:01:16,00:20:24,660,00:40:45
BOZC,00:04:49,00:49:16,822,00:51:54
BP,00:50:42,00:35:02,847,00:50:59
BPH,00:02:46,00:22:02,777,00:39:00
BPJ,00:27:44,00:17:09,708,00:50:27
BPMH,00:59:05,00:34:54,657,00:35:56
BPR,00:57:36,00:11:28,870,00:18:26
BPSQ,00:34:04,00:21:16,771,00:39:02
BPT,00:09:00,00:07:13,927,00:56:14
BPU,00:49:20,00:06:32,668,00:28:57
BPVZ,00:17:18,00:05:47,736,00:52:25
BPX,00:46:04,00:16:40,905,00:46:08
BQ,00:20:45,00:18:21,966,00:24:09
BQE,00:26:39,00:18:33,823,00:59:53
BQKT,00:26:19,00:08:22,978,00:22:03
BQSF,00:27:08,00:10:50,987,00:06:54
BR,00:21:23,00:50:34,869,00:53:32
BRHW,00:52:11,00:01:15,915,00:48:52
BROK,00:04:37,00:56:11,719,00:55:43
BRPW,00:03:55,00:44:54,905,00:00:49
BRQ,00:15:34,00:49:41,682,00:03:32
BRRJ,00:16:07,00:51:40,877,00:03:18
BRU,00:26:55,00:28:17,993,00:07:58
BRWZ,00:27:37,00:15:41,992,00:10:09
BRYD,00:51:10,00:08:17,688,00:14:12
BRZ,00:48:12,00:23:01,423,00:48:04
BS,00:16:54,00:09:57,961,00:48:28
BSFG,00:21:40,00:06:36,963,00:14:52
BSG,00:47:41,00:20:02,485,00:16:24
BSH,00:15:05,00:20:26,674,00:53:03
BSI,00:12:53,00:13:07,749,00:11:31
BSJ,00:45:57,00:09:07,777,00:50:56
BSJQ,00:35:45,00:09:12,866,00:42:15
BSL,00:47:28,00:25:16,878,00:11:43
BSQV,00:35:53,00:30:06,873,00:26:04
BSS,00:09:58,00:36:15,13,00:23:21
BSU,00:24:11,00:58:20,491,00:03:40
BT,00:43:53,00:13:24,973,00:01:50
BTAX,00:16:58,00:04:56,-298,00:28:13
BTO,00:26:52,00:17:51,729,00:18:18
BTPO,00:08:30,00:28:17,997,00:30:57
BTT,00:51:14,00:23:49,817,00:46:15
BTXC,00:23:29,00:14:45,448,00:14:34
BTZ,00:22:51,00:13:42,971,00:40:54
BU,00:07:50,00:28:08,766,00:07:51
BULC,00:02:45,00:53:15,675,00:56:04
BUPO,00:06:36,00:52:24,961,00:58:51
BUR,00:33:48,00:35:09,997,00:33:22
BUS,00:52:36,00:34:00,902,00:28:11
BUW,00:40:45,00:34:54,690,00:39:28
BUXS,00:25:54,00:13:41,779,00:55:22
BVCO,00:53:07,00:07:27,975,00:16:04
BVOD,00:01:06,00:40:19,926,00:38:10
BVQ,00:23:23,00:16:42,793,00:36:33
BVS,00:46:28,00:07:39,664,00:03:52
BVSX,00:29:02,00:11:16,482,00:20:21
BVT,00:16:14,00:29:21,70,00:00:42
BVTR,00:18:05,00:22:57,823,00:42:26
BVW,00:34:30,00:07:11,969,00:22:55
BW,00:16:36,00:29:19,966,00:34:31
BWEO,00:12:04,00:22:11,987,00:58:25
BWI,00:34:47,00:24:45,906,00:09:15
BWJ,00:01:36,00:28:34,619,00:55:31
BWJG,00:34:48,00:36:58,459,00:10:39
BWK,00:06:18,00:15:43,679,00:46:32
BWUZ,00:38:24,00:19:48,479,00:10:27
BWYH,00:47:49,00:26:10,853,00:21:54
BX,00:31:36,00:18:46,986,00:14:28
BXGN,00:45:13,00:17:07,704,00:34:29
BXM,00:09:27,00:25:46,884,00:03:26
BXNS,00:31:57,00:35:59,979,00:54:35
BXQI,00:26:12,00:15:47,972,00:20:35
BXR,00:52:17,00:19:12,765,00:46:13
BXTE,00:05:54,00:16:06,816,00:54:52
BXXP,00:08:13,00:30:54,881,00:28:03
BY,00:30:19,00:32:21,982,00:53:49
BYDY,00:23:09,00:22:44,993,00:18:50
BYEP,00:07:27,00:22:04,945,00:56:41
BYFK,00:59:28,00:17:41,858,00:25:27
BYGT,00:56:02,00:43:58,990,00:30:58
BYKN,00:24:27,00:39:08,931,00:43:54
BYO,00:12:30,00:08:14,430,00:24:45
BYP,00:30:24,00:52:09,638,00:25:17
BYPW,00:18:35,00:09:33,831,00:42:00
BYS,00:30:24,00:22:58,994,00:37:52
BYSM,00:21:15,00:01:29,950,00:35:38
BYXG,00:07:10,00:33:35,854,00:46:38
BYY,00:22:50,00:27:39,312,00:39:45
BYZ,00:39:17,00:34:26,872,00:51:13
BZ,00:09:46,00:18:34,996,00:47:43
BZC,00:09:42,00:49:24,932,00:31:49
BZDJ,00:55:23,00:37:11,959,00:15:25
BZE,00:58:57,00:40:46,894,00:40:13
BZO,00:54:42,00:32:43,916,00:04:46
BZS,00:24:28,00:28:35,800,00:31:29
BZVA,00:26:36,00:21:54,850,00:18:54
C,00:04:51,00:22:53,993,00:01:49
CA,00:07:09,00:20:55,992,00:44:36
CABE,00:47:52,00:13:53,877,00:49:58
CAI,00:26:42,00:13:10,930,00:47:47
CAOT,00:40:10,00:09:30,938,00:27:00
CARX,00:14:55,00:06:28,933,00:24:29
CAUS,00:40:07,00:19:36,865,00:44:02
CAW,00:08:27,00:13:02,958,00:16:11
CAYQ,00:20:26,00:31:23,842,00:11:16
CB,00:08:31,00:33:31,926,00:17:09
CBDE,00:25:13,00:15:22,882,00:32:38
CBGT,00:54:52,00:14:05,938,00:16:40
CBJE,00:57:35,00:00:15,604,00:56:02
CBL,00:15:25,00:16:51,944,00:21:36
CBLM,00:57:28,00:54:18,679,00:53:25
CBNJ,00:14:30,00:42:23,965,00:31:37
CBTL,00:28:14,00:20:13,765,00:27:19
CBU,00:43:14,00:27:43,950,00:37:29
CBW,00:29:23,00:24:11,983,00:58:22
CBWU,00:13:05,00:35:00,897,00:24:19
CC,00:19:56,00:33:01,746,00:25:23
CCB,00:58:07,00:19:48,939,00:56:55
CCPW,00:10:17,00:13:39,771,00:25:43
CCQV,00:23:08,00:14:30,809,00:13:42
CCXN,00:00:45,00:18:59,990,00:48:47
CCZV,00:20:14,00:29:27,957,00:06:22
CD,00:57:47,00:22:26,888,00:33:49
CDA,00:27:01,00:47:22,923,00:43:00
CDI,00:19:33,00:37:17,738,00:35:37
CDKS,00:48:19,00:35:09,956,00:32:27
CDML,00:30:34,00:08:55,889,00:08:51
CDN,00:26:15,00:15:53,988,00:27:09
CDP,00:49:34,00:13:39,786,00:30:19
CDX,00:25:39,00:24:51,849,00:08:57
CE,00:41:24,00:28:04,999,00:05:43
CEEK,00:38:50,00:35:18,696,00:31:29
CEND,00:23:22,00:31:13,745,00:16:50
CEO,00:59:00,00:10:31,979,00:48:40
CEQJ,00:14:18,00:58:56,919,00:43:37
CEWI,00:04:04,00:05:31,808,00:55:30
CF,00:32:52,00:22:16,943,00:36:00
CFB,00:43:35,00:18:59,874,00:58:15
CFF,00:22:26,00:40:31,988,00:59:44
CFFP,00:02:29,00:03:17,367,00:20:51
CFG,00:02:21,00:27:06,819,00:58:57
CFK,00:23:09,00:03:50,555,00:38:09
CFP,00:47:24,00:11:51,993,00:51:24
CFR,00:19:57,00:47:53,990,00:12:23
CFV,00:01:36,00:20:59,998,00:40:15
CFX,00:23:40,00:08:27,644,00:45:18
CFYT,00:06:12,00:01:20,651,00:41:46
CG,00:32:48,00:28:45,934,00:02:37
CGCA,00:30:17,00:28:10,815,00:27:35
CGDQ,00:01:05,00:21:30,886,00:41:27
CGJ,00:59:05,00:36:26,909,00:47:24
CGKC,00:46:25,00:37:18,679,00:36:45
CGL,00:45:47,00:17:56,811,00:30:10
CGZ,00:07:21,00:26:43,283,00:55:16
CH,00:18:48,00:46:16,858,00:45:46
CHA,00:06:34,00:42:13,762,00:17:02
CHCC,00:14:44,00:04:10,972,00:48:01
CHE,00:00:36,00:23:16,982,00:24:28
CHHG,00:01:41,00:58:26,936,00:28:56
CHOF,00:27:36,00:16:02,992,00:22:19
CHR,00:29:17,00:24:22,919,00:05:02
CHVS,00:54:17,00:13:49,969,00:37:49
CHVZ,00:45:52,00:20:01,997,00:16:13
CHW,00:29:15,00:27:17,901,00:32:22
CI,00:18:15,00:26:43,940,00:38:17
CID,00:28:02,00:26:53,974,00:12:58
CIHU,00:29:35,00:04:21,845,00:06:22
CIL,00:47:04,00:18:39,991,00:58:25
CIPA,00:29:12,00:31:01,748,00:02:56
CIPD,00:34:50,00:33:15,860,00:33:42
CIS,00:04:00,00:17:25,844,00:28:16
CITT,00:36:50,00:36:30,777,00:27:50
CIUG,00:17:41,00:18:54,996,00:47:30
CIX,00:26:42,00:23:43,525,00:26:40
CIYJ,00:23:36,00:35:07,958,00:00:46
CJC,00:11:01,00:21:34,976,00:06:00
CJR,00:25:28,00:29:21,623,00:48:52
CJUF,00:19:41,00:01:02,958,00:17:06
CK,00:51:50,00:35:19,954,00:05:32
CKEV,00:13:27,00:55:59,897,00:41:10
CKN,00:37:48,00:20:47,856,00:02:32
CKOJ,00:28:14,00:26:44,938,00:27:53
CKSG,00:59:40,00:30:10,630,00:12:11
CKSR,00:44:54,00:00:12,541,00:49:51
CKUM,00:35:03,00:28:58,933,00:42:45
CKY,00:34:03,00:38:14,932,00:25:34
CL,00:09:29,00:21:08,722,00:28:20
CLE,00:03:46,00:52:02,747,00:47:03
CLH,00:30:54,00:32:01,931,00:00:51
CLJ,00:39:56,00:22:34,804,00:06:49
CLQ,00:07:52,00:57:39,957,00:55:21
CLTX,00:52:17,00:37:22,906,00:00:00
CM,00:51:02,00:18:54,821,00:24:59
CMA,00:16:10,00:13:52,851,00:07:16
CME,00:18:09,00:19:56,965,00:05:15
CMHQ,00:46:19,00:59:28,955,00:32:18
CMI,00:54:22,00:21:06,689,00:13:57
CMKB,00:09:30,00:21:47,948,00:48:48
CMN,00:34:09,00:51:59,985,00:32:36
CMPM,00:26:40,00:36:22,587,00:27:44
CMST,00:06:22,00:28:31,909,00:55:36
CMTQ,00:08:36,00:23:16,813,00:42:14
CMV,00:57:00,00:16:15,619,00:37:24
CMWE,00:49:09,00:57:47,620,00:39:17
CMXW,00:07:54,00:32:29,973,00:28:55
CN,00:29:52,00:11:51,955,00:42:43
CNE,00:03:58,00:21:26,999,00:56:59
CNJQ,00:22:56,00:21:30,950,00:03:14
CNK,00:28:59,00:33:09,367,00:39:22
CNM,00:57:36,00:25:02,884,00:40:46
CNS,00:51:07,00:37:55,759,00:16:13
CNV,00:28:16,00:41:51,979,00:50:42
CNXM,00:54:43,00:22:21,979,00:35:46
CO,00:46:49,00:26:00,963,00:22:41
COFK,00:51:48,00:22:24,878,00:23:37
COI,00:28:12,00:36:56,827,00:06:05
COO,00:28:45,00:09:15,358,00:41:18
COPG,00:00:38,00:43:26,946,00:50:53
COPN,00:16:29,00:53:09,801,00:07:36
COR,00:38:28,00:19:42,877,00:43:49
COT,00:16:40,00:48:58,595,00:02:20
CP,00:14:07,00:18:47,986,00:16:59
CPC,00:51:32,00:17:10,951,00:05:45
CPCY,00:08:34,00:18:27,894,00:57:27
CPL,00:54:09,00:16:56,682,00:00:14
CPU,00:32:11,00:18:07,683,00:17:09
CPX,00:37:07,00:20:54,832,00:12:10
CPXR,00:09:02,00:31:52,911,00:29:53
CQ,00:33:02,00:18:01,520,00:54:31
CQA,00:30:22,00:07:21,773,00:13:08
CQB,00:59:14,00:25:17,952,00:45:06
CQD,00:22:06,00:34:20,960,00:37:16
CQDM,00:06:38,00:32:15,976,00:06:19
CQR,00:09:58,00:37:47,961,00:06:03
CQSH,00:33:57,00:21:23,232,00:39:41
CQUV,00:26:08,00:28:24,697,00:21:51
CQVP,00:05:06,00:31:24,958,00:35:50
CQW,00:41:22,00:37:48,867,00:46:31
CR,00:19:41,00:25:47,860,00:26:57
CRA,00:20:08,00:06:33,939,00:14:29
CRAW,00:28:08,00:09:42,786,00:36:07
CRBK,00:37:15,00:53:17,772,00:42:01
CRG,00:33:01,00:35:26,688,00:09:23
CRHA,00:23:53,00:16:27,525,00:28:43
CRKD,00:49:44,00:34:18,730,00:25:00
CRLP,00:12:31,00:34:14,908,00:41:22
CRQV,00:27:41,00:27:46,540,00:51:06
CRS,00:54:59,00:21:44,600,00:28:16
CS,00:03:24,00:15:56,944,00:46:57
CSAD,00:40:56,00:00:22,939,00:40:47
CSKV,00:00:36,00:35:27,945,00:23:31
CSRN,00:15:39,00:51:18,967,00:52:26
CSTK,00:09:50,00:24:41,906,00:48:41
CT,00:47:52,00:23:09,979,00:07:32
CTAN,00:17:04,00:19:50,672,00:12:14
CTB,00:18:07,00:05:34,963,00:37:45
CTC,00:58:00,00:59:01,927,00:12:36
